"id","Review Title","Review Text","Review Rating","Review Date","Review Language","Review Likes","Review Verified","Review Source","Review Source Name","Review Experience Date","Review Updated Date","Reviewer Name","Reviewer Image","Reviewer Country","Reviewer Review Count","Company Reply","Company Reply Date"
"69e59c46d2e5419c84066bd6","Achtung Abofalle!","Äusserst degeneriert. Das Konzept mit automatischer Verlängerung ist ein offener Scam 🤡 unbedingt kündigen schon bei Abschluss des Abos, wird einem halt nicht gesagt.. fragwürdig","1","2026-04-20T05:23:50.000Z","de","1","No","invitation","Organic","2026-04-16T00:00:00.000Z","Not Available","L","https://user-images.trustpilot.com/67fde6ab8f818642150fb8b8/73x73.png","CH","1","Not Available","Not Available"
"69e532c5353204e0f0b1d4b7","Unprofessionell ","Seit langem wieder zwei mal Zug gefahren mit der SBB, leider ist beides mal auch ein Zug ausgefallen was bei einem Fahrtpreis von 80.- eine NoGO ist. 
Generell kann ich die Preisentwicklung nicht ganz nachvollziehen. ","2","2026-04-19T21:53:41.000Z","de","0","No","invitation","Organic","2026-04-09T00:00:00.000Z","Not Available","M. M","Not Available","CH","5","Not Available","Not Available"
"69e4c3a657f663b72194ee0e","Immerhin pünktlich","Immerhin pünktlich, aber das wars auch schon. Zugrestaurant (an einem Sonntag) geschlossen, WC defekt, kein Zugchef weit und breit – Bald haben wir Zustände wie bei der DB ☝️","2","2026-04-19T13:59:34.000Z","de","0","No","invitation","Organic","2026-04-19T00:00:00.000Z","Not Available","Christian Erne","Not Available","CH","1","Not Available","Not Available"
"69e4b014798e8e3a7b79baac","Reise von Milano nach Zürich HB","Reise von Milano nach Zürich HB
Zahle über 100.- mit Sitzreservierung. Schön und gut aber sie haben die letzten 4 Waggons einfach gesperrt und nun stehe ich 4h lang im vollen Zug. Dafür habe ich mein Geld ausgegeben.","1","2026-04-19T12:36:04.000Z","de","0","No","invitation","Organic","2026-04-19T00:00:00.000Z","Not Available","Yven Hochstrasser","https://user-images.trustpilot.com/69e4b00f9478c610cbe712a7/73x73.png","CH","1","Not Available","Not Available"
"69e2381a08710839253966e3","Für was zahl ich 300CHF im Monet","Für was zahl ich 300CHF im Monet, wenn de Zug immer verspötig het. SBB die Skischueh.","1","2026-04-17T15:39:38.000Z","de","0","No","invitation","Organic","2026-04-17T00:00:00.000Z","Not Available","Tobias","https://user-images.trustpilot.com/69e238149472ec577bafd7ab/73x73.png","CH","1","Not Available","Not Available"
"69e1ce18beb7c8e1079f4ebe","Morgens um 07:30 im Zug nach Zürich…","Morgens um 07:30 im Zug nach Zürich Flughafen. 1 Klasse. 
Es hat nicht einmal WC Papier auf der Toilette! Wo sind wir denn in der Schweiz gelandet?!!! 
Bezahlen:Ja!! 
Das ganze Leben lang arbeiten: ja 
Service: miserabel ","1","2026-04-17T08:07:20.000Z","de","0","No","invitation","Organic","2026-04-17T00:00:00.000Z","Not Available","Chantal Marie Sayarer-Willi","Not Available","CH","4","Not Available","Not Available"
"69e141a44ff19cb0a6c03d56","Schrecklicher Verein","Schrecklicher Verein ","1","2026-04-16T22:08:04.000Z","de","0","No","invitation","Organic","2026-04-16T00:00:00.000Z","Not Available","Jasmin Bucher","https://user-images.trustpilot.com/69e1418fc5d694447064bff4/73x73.png","CH","1","Not Available","Not Available"
"69e0db029ecbf84b188c9543","Unprofessioneller Umgangston im SBB-Zug Zürich–München","Unangenehme Erfahrung mit einer Zugbegleiterin auf der Strecke Zürich–München

Ich möchte ein Feedback zu einer unangenehmen Erfahrung mit einer Zugbegleiterin auf der Strecke Zürich–München teilen.

Aufgrund der sehr hohen Auslastung des Zuges haben meine Frau und ich uns über mehrere Stunden im Bordrestaurant aufgehalten. Als meine Frau schließlich einen Sitzplatz gefunden hatte, war ich gerade dabei, mein Gepäck, das sich bei mir befand, entsprechend zu verstauen.

In diesem Moment wurde ich von der Zugbegleiterin in einer für mich unangemessenen und aus meiner Sicht diskriminierenden Weise darauf hingewiesen, dass ich doch bitte einen Sitzplatz reservieren solle, da dies angeblich Voraussetzung für die Nutzung dieses Zuges sei. Diese Aussage hat mich sehr überrascht, weshalb ich nachfragte, wie eine Sitzplatzreservation verpflichtend sein könne.

Leider entwickelte sich die Situation weiter negativ, da die Zugbegleiterin in einem Tonfall reagierte, den ich im Verhältnis zwischen Dienstleister und Kunde als unangebracht empfinde. Ich habe mich in dieser Situation weder respektvoll behandelt noch ernst genommen gefühlt.

Ich möchte betonen, dass ich grundsätzlich sehr positive Erfahrungen gemacht habe und den Service sehr schätze. Umso bedauerlicher ist dieses Erlebnis, das nicht dem Standard entspricht, den ich sonst gewohnt bin.

Ich hoffe, dass dieses Feedback dazu beiträgt, solche Situationen künftig kundenfreundlicher und respektvoller zu gestalten.","1","2026-04-16T14:50:10.000Z","de","0","No","invitation","Organic","2026-04-16T00:00:00.000Z","Not Available","Henry von Herzog","https://user-images.trustpilot.com/69e0dafe9472ec358aae1b36/73x73.png","CH","1","Not Available","Not Available"
"69de766ff334fc00cb8d5123","SBB erlaubt stinke Füsse auf Sitzen…","SBB erlaubt stinke Füsse auf Sitzen ohne Bestrafung. Mehrmals beobachtet. Manche Menschen haben keinen Anstand und beachten Knigge nicht. Nur Bestrafung hilft.
Jemand setzt sich dort hin und sie hat vlt schweiss pder Fusspilz auf den Sitz geschmiert.","1","2026-04-14T19:16:31.000Z","de","0","No","invitation","Organic","2026-04-14T00:00:00.000Z","Not Available","Prophetrexlexful","https://user-images.trustpilot.com/66ad356e84281a71930ea8c3/73x73.png","CH","6","Not Available","Not Available"
"69de494275007666b4f1851e","Der Ticketkauf unglaublich kompliziert (damit sie Bussen ausstellen können)","Der Ticketkauf (Zonen, Zeiten, Abos, Mehrfahrten) ist dermassen kompliziert, dass man ein Fernstudium dafür machen muss. Selbst wenn man ein gültiges Ticket hat, wird man gebüsst (man hätte den ""falschen"" dh. früheren Zug genommen, obwohl das Ticket vorher gekauft worden ist). Die SBB  (""Dienstleisterin"") die ganz offensichtlich seine Kunden nicht gerne mag. ","1","2026-04-14T16:03:46.000Z","de","0","No","invitation","Organic","2026-04-08T00:00:00.000Z","Not Available","Nadja Röthlisberger","https://user-images.trustpilot.com/6991c365b2781eabd52a5068/73x73.png","CH","3","Not Available","Not Available"
