"id","Review Title","Review Text","Review Rating","Review Date","Review Language","Review Likes","Review Verified","Review Source","Review Source Name","Review Experience Date","Review Updated Date","Reviewer Name","Reviewer Image","Reviewer Country","Reviewer Review Count","Company Reply","Company Reply Date"
"69b016b49a9ffbdb337aa90d","Teuere tickets nie freie sitzplätze!!!","Teuere tickets nie freie sitzplätze!!!! Die alten züge waren um einiges viel besser ","1","2026-03-10T15:03:48.000Z","de","1","No","invitation","Organic","2026-03-10T00:00:00.000Z","Not Available","Marc Müller","https://user-images.trustpilot.com/69b016b1c9f17603f1d17332/73x73.png","CH","1","Not Available","Not Available"
"69afb1e6af8d887fd5632d7d","Ich empfinde es als absolute Zumutung","Ich empfinde es als absolute Zumutung, während der Stosszeit am Morgen um 6:30 Uhr im Zug erst zu erfahren, dass der Zug aufgrund von Einschränkungen nicht weiter nach Pfäffikon SZ fährt. Keine Durchsage am Bahnhof, gar nichts. Dass Dutzende Menschen ihren Anschluss verpassen und zu spät zur Arbeit oder zu Terminen kommen, scheint der SBB völlig egal zu sein. Doch die hohen Preise festlegen, das funktioniert problemlos. Seit zwei Jahren pendle ich, und die unerträglichen Erlebnisse mit der SBB sind eine bodenlose Frechheit. Was die SBB sich mit den Kunden leistet, ist schlichtweg inakzeptabel.","1","2026-03-10T07:53:42.000Z","de","2","No","invitation","Organic","2026-03-10T00:00:00.000Z","Not Available","Silvana Moravac","https://user-images.trustpilot.com/6879652eb81b2c1481d96658/73x73.png","CH","2","Not Available","Not Available"
"69abede837a7ea48cc802d6f","Due SBB App verlangt beim Kauf eines…","Die SBB App verlangt beim Kauf eines Online Ticket ab April sämtliche Passwörter zur Zahlung mit Postfinance und somit direkter Zugang zum Konto. Unglaublich frech! Das Halbtax wird eingestanzt, berücksichtigt werden zu kostengünstigen Fahrten nur noch Käufe über die App oder swisspass...big brother is watching and controlled YOU !!!","1","2026-03-07T11:20:40.000Z","de","1","No","invitation","Organic","2026-03-07T00:00:00.000Z","2026-03-07T16:14:08.000Z","Anonymus Duck","Not Available","CH","1","Not Available","Not Available"
"69aabf4746d4f7ebc69128e2","Top Service","Wir waren heute zu Zweit am SBB Schalter in Suhr und wollten uns neu zwei Halbtax-Abos kaufen. Wir hatten eine äusserst freundliche, geduldige und sehr professionelle Bedienung. Die junge Dame hat uns die Apps eingerichtet, erklärt und instruiert.
Herzlichen Dank","5","2026-03-06T13:49:27.000Z","de","0","No","invitation","Organic","2026-03-06T00:00:00.000Z","Not Available","Rolf F","Not Available","CH","1","Not Available","Not Available"
"69a93ed700df764c71935513","Kein Rückerstatung erhalten! Einfach 30fr. Haben die behalten und ich musste 2 Tickets zahlen!","Kein Rückerstatung erhalten! Einfach 30fr. Haben die behalten und ich musste 2 Tickets zahlen!","1","2026-03-05T10:29:11.000Z","de","2","No","invitation","Organic","2026-03-05T00:00:00.000Z","Not Available","Bodiang Amie","Not Available","CH","6","Not Available","Not Available"
"69a87947320d843bd6a66f88","Sorry","Sorry, jetzt muss ich kurz meinen Frust los lassen.
Ich habe eine Tageskarte online 6 Tage vorher gekauft und erst ein Tag später bemerkt, dass ich das falsche Datum ausgewählt habe. Jetzt wird mir nichts rückerstattet obwohl ich ein neues Billettte gekauft habe für den Tag den ich mit meiner Familie zurück Reisen werde. Für mich ist das eine verdamte frechheit, zweimal einkassieren obwohl ich nur eine Fahrt antretten werde.
Ich habe mir vorgenommen in Zukunft mehr mit den ÖV zu Reisen.
Jedoch unter diesen Umständen löscht es mir jetzt schon ab.
Das Halbtagsabo werde ich beim nächsten Mal unter diesen Umständen sicher nicht mehr verlängern.
Ich möchte euch zu eurem Bundesbetrieb recht herzlich Gratulieren, BRAVO, ich war in meinem Leben noch nie so enttäuscht.
Frrundliche Grüsse
Andrè Gunziger","1","2026-03-04T20:26:15.000Z","de","2","No","invitation","Organic","2026-03-04T00:00:00.000Z","Not Available","André Gunziger","Not Available","CH","1","Not Available","Not Available"
"69a4504aa2325dea7406f3c7","Schlimm","Schlimm! Kein Service mehr. Am Telefon weiss keiner Bescheid, man wird aufgefordert an den Schalter zu gehen. Fahrplan kennen sie nich, Tickets kennen sie nicht, Swisspass App unbrauchbar. Um eine simple Hin- und Rückfahrt nach Italien zu buchen, am Telefon unmöglich, wird einem geraten an den Schalter zu gehen… nach insgesamt zusammengezählt etwa 3h sinnloses Telefonieren, habe noch immer kein Ticket. ","1","2026-03-01T16:42:18.000Z","de","3","No","invitation","Organic","2026-03-01T00:00:00.000Z","Not Available","Post Auto","https://user-images.trustpilot.com/6822472475d9810b1b845ab9/73x73.png","CH","3","Not Available","Not Available"
"69a357a8da2b3c1d2871bcce","Unberechtigte Busse","Ich habe mein Ticket rechtzeitig über die SBB-App gekauft und direkt bezahlt. Zum Zeitpunkt des Kaufs befand sich der Zug noch nicht in Abfahrt. In der App erschien der Hinweis „Jetzt berechtigtes Ticket kaufen“, woraufhin ich unmittelbar zur TWINT-App weitergeleitet wurde und die Zahlung ohne Verzögerung abgeschlossen habe.

Jedoch habe ich trotzdem dem einen Bussenzettel erhalten auf dem wurde der Vermerk „zu spät gelöstes E-Ticket“ angebracht. Ich wollte ihr erklären wie es genau war jedoch lies sie mich nicht ausreden und sagte ich bin jetzt am reden, dass finde ich unangemessen. Die Zeitdifferenz beträgt laut den Mitarbeitern lediglich eine Sekunde. Ich empfinde es als unverhältnismässig, für diesen minimalen Unterschied eine Busse von 90 Franken bezahlen zu müssen plus noch das Geld das ich offiziell für das Ticket bezahlt habe – insbesondere, da ich erst 14 Jahre alt bin. In meinem Alter hätte ich eine Verwarnung als angemessener empfunden.","1","2026-02-28T23:01:28.000Z","de","1","No","invitation","Organic","2026-02-28T00:00:00.000Z","Not Available","Livia Nauer","Not Available","CH","1","Not Available","Not Available"
"69a3526840d880f5b68b82c2","Unangemessene Buse","Sehr geehrte Damen und Herren

Hiermit möchte ich Einsprache gegen die mir ausgestellte Busse einlegen.

Ich habe mein Ticket über die SBB-App gekauft und auch bezahlt. Der Zug war zum Zeitpunkt des Kaufs noch nicht abgefahren. In der App wurde mir sogar der Button „Jetzt berechtigtes Ticket kaufen“ angezeigt, woraufhin ich direkt zur TWINT-App weitergeleitet wurde und die Zahlung sofort vorgenommen habe.

Auf dem Buszettel steht „zu spät gelöstes E-Ticket“ – es handelt sich jedoch lediglich um eine Minute Unterschied. Ich finde es sehr hart, dafür direkt 90 Franken bezahlen zu müssen, besonders da ich 14 Jahre alt bin. In meinem Alter halte ich eine Verwarnung für angemessener.

Zudem wurde ich auf dem Buszettel als „Herr“ bezeichnet, obwohl ich weiblich bin. Auch das finde ich nicht korrekt. ","1","2026-02-28T22:39:04.000Z","de","1","No","invitation","Organic","2026-02-28T00:00:00.000Z","Not Available","Lilou","Not Available","CH","1","Not Available","Not Available"
"699f7c4a2e404c177ab1341e","Auslaufmodell","Unsere Gepäck, das vom Schalter von SBB abgeschickt wurde, ist verschwunden. Und sie suchen es nicht, erst nach zwei Tagen, hiess es. Wir haben es selber gesucht und nach vielen Telefonaten auf unseren Kosten gefunden an einem Bahnhof vergessen. Scannen tuen sie angeblich nicht. Irgendwie ist die Organisation extrem altmodisch. So schlechte Bots, teuere Telefonanrufe, Bürokratie.
Mit dem Gepäck wollten wir eigentlich eigentlich einen Ausflug machen aber ihn abgesagt. Eingeschüchtert und misstrauisch sind wir momentan. Keine Lust mehr.

","1","2026-02-26T00:48:42.000Z","de","0","No","invitation","Organic","2026-02-25T00:00:00.000Z","2026-02-26T12:26:05.000Z","travelb","Not Available","CH","17","Not Available","Not Available"
"Get Unlimited to see more than 10 rows.","","","","","","","","","","","","","","","","",""
"########################","########################################","####################################################################################################","#","########################","##","#","##","##########","#######","########################","#############","##############","#####################################################################","##","#","#############","#############"
"########################","################","####################################################################################################","#","########################","##","#","##","##########","#######","########################","#############","###","#############","##","#","#############","#############"
"########################","#######################################","####################################################################################################","#","########################","##","#","##","##########","#######","########################","#############","############","#####################################################################","##","#","#############","#############"
"########################","#####################","####################################################################################################","#","########################","##","#","##","##########","#######","########################","#############","#############","#####################################################################","##","#","#############","#############"
"########################","########################################","####################################################################################################","#","########################","##","#","##","##########","#######","########################","#############","########","#############","##","#","#############","#############"
"########################","##############","####################################################################################################","#","########################","##","#","##","##########","#######","########################","#############","##########","#####################################################################","##","##","#############","#############"
"########################","######################################","####################################################################################################","#","########################","##","#","##","##########","#######","########################","#############","############","#############","##","##","#############","#############"
"########################","###################################","####################################################################################################","#","########################","##","#","##","##########","#######","########################","#############","#############","#####################################################################","##","#","#############","#############"
"########################","#######################################","###############################################################","#","########################","##","#","##","##########","#######","########################","#############","################","#############","##","#","#############","#############"
"########################","#########################","##################################################################################","#","########################","##","#","##","##########","#######","########################","#############","############","#############","##","#","#############","#############"
