"id","Review Title","Review Text","Review Rating","Review Date","Review Language","Review Likes","Review Verified","Review Source","Review Source Name","Review Experience Date","Review Updated Date","Reviewer Name","Reviewer Image","Reviewer Country","Reviewer Review Count","Company Reply","Company Reply Date"
"6a2071ee9b81630e47ff9e44","grösster beschiss","grösster beschiss. überteuert, dreckig und wenn du einmal das tagesparking nicht zahlst kriegst du gleich eine busse über chf 50. das ist eine frechheit bei den teuren preisen und miesen service.","1","2026-06-03T20:26:54.000Z","de","1","No","invitation","Organic","2026-06-03T00:00:00.000Z","Not Available","virojo","https://user-images.trustpilot.com/6895d72c64d5cf48ac8c83d9/73x73.png","CH","2","Not Available","Not Available"
"6a2020d4377ff26c1a662ba8","Ich habe versehentlich ein Ticket für…","Ich habe versehentlich ein Ticket für den Folgetag gekauft. Ich habe eine harte Strafe mit wenig Kulanz bekommen. Absolut unfreundlich und gemein. Das war meine zweite Reise nach Zürich. Nochmal gehe ich nicht in die Schweiz. Mein Geld bleibt in Deutschland. Bitteres Ende eines Ausflugs","1","2026-06-03T14:40:52.000Z","de","0","No","invitation","Organic","2026-06-03T00:00:00.000Z","Not Available","Sunny","Not Available","DE","3","Not Available","Not Available"
"6a1ffe545ec2679ef31ba5ca","Busse erlassen wegen tech. Störung","Gestern war ich mit dem Zug von Zürich nach Basel unterwegs. Als der Zug noch im Perron Stand wollte ich mit Easy Ride swipen. Leider hatte es Störungen und der Ticketkauf hat nicht funktioniert. Dann ist der Zug losgefahren - wie das Glück wollte kam die Kontrolle. Er hatte mir eine Busse ausgestellt und darauf hingewiesen, dass wenn ich nicht einverstanden bin, müsse ich dies telefonisch mit dem Kundenservice klären. Heute habe ich sofort angerufen und das Problem geschildert. Sofort hat der Mann am Telefon gesagt, dass er ein Hinweis von einem technischen Problem in der Notiz sieht und die Busse löscht. Ich muss nur den normalen Preis bezahlen. Schön zu sehen dass es doch noch Menschen mit Herz gibt die Kulanz walten lassen.","5","2026-06-03T12:13:40.000Z","de","0","No","invitation","Organic","2026-06-03T00:00:00.000Z","Not Available","Cedric Moser","Not Available","CH","1","Not Available","Not Available"
"6a1fca2d1314fbe1de0d3aa1","Das letzte und ich meine wirklich das…","Das letzte und ich meine wirklich das LETZTE worauf man nach einer 10 Stündigen Nachtschicht mit Dienstverlängerung Lust hat ist ein Zugausfall. Per seh nix Dramatisches, kann passieren. Wenn der Ersatz dann allerdings von einer derartigen Menschenmasse überrennt wird, dass auch dieser nicht losfahren kann wirds langsam aber sicher nervig. Und wenn man dann notgedrungen irgendwo im Nirgendwo die halbwegs nicht vollgestopfte Alternative wählt und dabei feststellt das wirklich ausnahmslos JEDE Verbindung zu Stosszeiten mit mindestens 5 Minuten Verspätung verkehrt und man dementsprechend jegliche Chance auf seine Anschlussverbindung verpasst… Dann wirds richtig ekelhaft. Bahnhof Luzern um 06:54 Uhr verlassen. Zuhause (Normalerweise um 07:47) dann schliesslich um 09:17… Selten sowas derart schlecht organisiertes gesehen.","1","2026-06-03T08:31:09.000Z","de","0","No","invitation","Organic","2026-06-03T00:00:00.000Z","Not Available","Thabo Frey","Not Available","CH","2","Not Available","Not Available"
"6a1f2fc7d7b79c4b7a55e6b0","Preise steigen, Qualität sinkt","Ich nutze die SBB seit vielen Jahren, aber leider habe ich das Gefühl, dass die Preise jedes Jahr steigen, während Sauberkeit und Komfort eher schlechter werden.

Besonders am Zürcher Hauptbahnhof und rund um den Flughafen Zürich fällt mir auf, dass viele Bereiche deutlich schmutziger geworden sind als früher. Auch in manchen Zügen riecht es unangenehm nach Toilette, was bei den hohen Ticketpreisen wirklich enttäuschend ist.

Die Schweiz ist bekannt für Qualität und Präzision — genau deshalb erwartet man von der SBB auch ein entsprechendes Niveau. Momentan habe ich jedoch das Gefühl, dass Preis und Leistung immer weniger zusammenpassen.","2","2026-06-02T21:32:23.000Z","de","0","No","invitation","Organic","2026-06-02T00:00:00.000Z","Not Available","Elnara ZIMMERMANN","https://user-images.trustpilot.com/6322fc5b177977001320a4dc/73x73.png","CH","10","Not Available","Not Available"
"6a1bfb71b4e4c3b31ad1c4b0","0 Bewertung Toiletten sind immer Kapput…","0 Bewertung Toiletten sind immer Kapput  oder Auserbetrieb Taxi im Centralplatz und Plakatte im Banhof fehlt oder zeiget andere falsche Richtung im Bahnhof Süd Taxistandplatz verdeckt  seit Jahrem mit Velo  Mobile Stand","1","2026-05-31T11:12:17.000Z","de","0","No","invitation","Organic","2026-05-31T00:00:00.000Z","Not Available","Swisslifemode Jewellery","https://user-images.trustpilot.com/6a1bfb6c8dd5c4726c8e82a9/73x73.png","CH","1","Not Available","Not Available"
"6a1b65746587e1c2bffa3299","Ein Stern ist noch zu viel","Ein Stern ist noch zu viel","1","2026-05-31T00:32:20.000Z","de","0","No","invitation","Organic","2026-05-30T00:00:00.000Z","Not Available","Meli","https://user-images.trustpilot.com/69321f3f3d98f0fb50e9f418/73x73.png","CH","4","Not Available","Not Available"
"6a194170c663b393d3388394","Was soll das?","Also erstens, die ablagefächer sind DER GRÖßTE SCHROTT, ich trage ein Koffer, ein kleiner und ein großer und BEIDE passen nicht rein. Als nächstes der Gestank, hat man hier nie was von Hygiene gehört? Anscheinend nicht. Kissen an den Sitzen? Macht doch gleich Plastik tüten, diese dünne Kissen hätte man weg lassen können und das Geld stattdessen für Hygiene und einen größeren Kofferbereich nutzen können","1","2026-05-29T09:34:08.000Z","de","0","No","invitation","Organic","2026-05-29T00:00:00.000Z","Not Available","Yousra Yakidy","https://user-images.trustpilot.com/6a194166c1f598cde7149114/73x73.png","DE","1","Not Available","Not Available"
"6a1890ab0d2833176aa28529"," Streik in Italien","Am 27.5. Erhielt ich die Nachricht, dass meine Rück- Fahrt vom 29.5. mit dem EC 36 von Padova nach Zürich infolge eines Streiks ausfallen wird. Umgehend hat mir eine sehr hilfsbereite Dame abends am Telefon die Reservation auf den 28.5. vorverschoben. Das war ein echt toller Kundenservice, dankeschön!","5","2026-05-28T20:59:55.000Z","de","0","No","invitation","Organic","2026-05-27T00:00:00.000Z","Not Available","Herr Alfred Strickler","Not Available","GB","8","Not Available","Not Available"
"6a18570d7a7887e71a7c1184","vor der angekündigen abfahrt losgefahren","wir haben den öffnen Knopf gedrückt, eine minute vor der angekündigten abfahrt, er ist trotzdem losgefahren und wir mussten 30min warten.","1","2026-05-28T16:54:05.000Z","de","0","No","invitation","Organic","2026-05-26T00:00:00.000Z","Not Available","amandaaa","Not Available","CH","1","Not Available","Not Available"
"Get Unlimited to see more than 10 rows.","","","","","","","","","","","","","","","","",""
"########################","###################################","####################################################################################################","#","########################","##","#","##","##########","#######","########################","#############","##############","#####################################################################","##","#","#############","#############"
"########################","########################","################################################################################################","#","########################","##","#","##","##########","#######","########################","#############","###","#############","##","#","#############","#############"
"########################","############################","####################################################################################################","#","########################","##","#","##","##########","#######","########################","#############","###########","#############","##","#","#############","#############"
"########################","#################","#######################","#","########################","##","#","##","##########","#######","########################","#############","##","#############","##","#","#############","#############"
"########################","#######################################","###########################################################################","#","########################","##","#","##","##########","#######","########################","#############","#############","#####################################################################","##","##","#############","#############"
"########################","############","#############################################################","#","########################","##","#","##","##########","#######","########################","#############","############","#############","##","#","#############","#############"
"########################","#################","##################","#","########################","##","#","##","##########","#######","########################","#############","#############","#############","##","#","#############","#############"
"########################","####################################","####################################################################################################","#","########################","##","#","##","##########","#######","########################","#############","##########","#############","##","#","#############","#############"
"########################","###############################################","####################################################################################################","#","########################","##","#","##","##########","#######","########################","#############","######","#############","##","#","#############","#############"
"########################","################","#################################################################################","#","########################","##","#","##","##########","#######","########################","#############","###############","#####################################################################","##","#","#############","#############"
